ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00103374;Patrick;Osterhage;Osterhage;Patrick Osterhage;SC Freiburg;MIDFIELDER;2400000;122;3.46
pl-k00103527;Danel;Sinani;Sinani;Danel Sinani;FC St. Pauli;FORWARD;800000;45;4.3
pl-k00103767;Rogerio;Oliveira da Silva;Rogerio;Rogerio;VfL Wolfsburg;DEFENDER;1700000;0;0.0
pl-k00103853;Min-Jae;Kim;M.-J. Kim;Min-Jae Kim;Bayern München;DEFENDER;3500000;149;3.24
pl-k00103978;James;Sands;Sands;James Sands;FC St. Pauli;MIDFIELDER;1700000;30;3.2
pl-k00104008;Niklas;Tauer;Tauer;Niklas Tauer;1. FSV Mainz 05;MIDFIELDER;999000000;0;0.0
pl-k00104010;Julian;Niehues;Niehues;Julian Niehues;1. FC Heidenheim;MIDFIELDER;1000000;8;4.5
pl-k00104317;Angelo;Stiller;Stiller;Angelo Stiller;VfB Stuttgart;MIDFIELDER;4500000;183;3.24
pl-k00104484;Andreas;Hanche-Olsen;Hanche-Olsen;Andreas Hanche-Olsen;1. FSV Mainz 05;DEFENDER;3200000;78;3.44
pl-k00104485;Julian;Ryerson;Ryerson;Julian Ryerson;Borussia Dortmund;DEFENDER;2800000;121;3.55
pl-k00104895;Rocco;Reitz;Reitz;Rocco Reitz;Bor. Mönchengladbach;MIDFIELDER;3000000;115;3.43
pl-k00104978;Adam;Hlozek;Hlozek;Adam Hlozek;TSG Hoffenheim;FORWARD;1800000;134;3.59
pl-k00105180;Jamie;Leweling;Leweling;Jamie Leweling;VfB Stuttgart;FORWARD;2600000;128;3.37
pl-k00105274;Lasse;Rieß;Rieß;Lasse Rieß;1. FSV Mainz 05;GOALKEEPER;500000;16;2.5
pl-k00105275;Stanley;Nsoki;Nsoki;Stanley Nsoki;TSG Hoffenheim;DEFENDER;1200000;32;4.06
pl-k00105841;Karim;Adeyemi;Adeyemi;Karim Adeyemi;Borussia Dortmund;FORWARD;3000000;127;3.45
pl-k00105845;Noah;Atubolu;Atubolu;Noah Atubolu;SC Freiburg;GOALKEEPER;2600000;176;3.0
pl-k00105999;Jonas;Wind;Wind;Jonas Wind;VfL Wolfsburg;FORWARD;3800000;126;3.64
pl-k00106087;Ko;Itakura;Itakura;Ko Itakura;Bor. Mönchengladbach;DEFENDER;2000000;156;3.42
pl-k00106358;Hiroki;Ito;H. Ito;Hiroki Ito;Bayern München;DEFENDER;3600000;25;3.38
pl-k00106370;Hyun-Seok;Hong;Hong;Hyun-Seok Hong;1. FSV Mainz 05;MIDFIELDER;2000000;54;3.56
pl-k00106698;Nick;Woltemade;Woltemade;Nick Woltemade;VfB Stuttgart;FORWARD;1800000;202;2.68
pl-k00106928;Felix;Nmecha;F. Nmecha;Felix Nmecha;Borussia Dortmund;MIDFIELDER;2200000;111;3.53
pl-k00107684;Luca;Netz;Netz;Luca Netz;Bor. Mönchengladbach;DEFENDER;1700000;38;4.13
pl-k00107692;Jamal;Musiala;Musiala;Jamal Musiala;Bayern München;MIDFIELDER;7000000;222;2.83
pl-k00107843;Ramon;Hendriks;Hendriks;Ramon Hendriks;VfB Stuttgart;DEFENDER;2000000;72;3.5
pl-k00108204;Maximilian;Breunig;M. Breunig;Maximilian Breunig;1. FC Heidenheim;FORWARD;1000000;28;4.0
pl-k00109417;Jan;Schöppner;Schöppner;Jan Schöppner;1. FC Heidenheim;MIDFIELDER;1800000;150;3.52
pl-k00109512;Marvin;Pieringer;Pieringer;Marvin Pieringer;1. FC Heidenheim;FORWARD;1700000;147;3.56
pl-k00109835;Thomas;Keller;Keller;Thomas Keller;1. FC Heidenheim;DEFENDER;500000;10;4.25
pl-k00110422;Ayman;Azhil;Azhil;Ayman Azhil;Borussia Dortmund;MIDFIELDER;500000;2;0.0
pl-k00110717;Lois;Openda;Openda;Lois Openda;RB Leipzig;FORWARD;8000000;173;3.53
pl-k00110890;Ben;Voll;Voll;Ben Voll;FC St. Pauli;GOALKEEPER;1000000;17;2.0
pl-k00110984;Daniel;Peretz;Peretz;Daniel Peretz;Bayern München;GOALKEEPER;500000;18;3.0
pl-k00111202;Frederik;Jäkel;Jäkel;Frederik Jäkel;RB Leipzig;DEFENDER;999000000;0;0.0
pl-k00111315;Valentin;Gendrey;Gendrey;Valentin Gendrey;TSG Hoffenheim;DEFENDER;2000000;53;3.83
pl-k00111795;Andreas;Skov Olsen;Skov Olsen;Andreas Skov Olsen;VfL Wolfsburg;FORWARD;1800000;17;4.06
pl-k00111919;Max;Rosenfelder;Rosenfelder;Max Rosenfelder;SC Freiburg;DEFENDER;500000;100;3.23
pl-k00111922;Lasse;Günther;La. Günther;Lasse Günther;FC Augsburg;DEFENDER;999000000;0;0.0
pl-k00111928;Armindo;Sieb;Sieb;Armindo Sieb;1. FSV Mainz 05;FORWARD;1700000;58;3.88
pl-k00111937;Tim;Lemperle;Lemperle;Tim Lemperle;TSG Hoffenheim;FORWARD;999000000;0;0.0
pl-k00112064;Adam;Dzwigala;Dzwigala;Adam Dzwigala;FC St. Pauli;DEFENDER;1000000;14;4.07
pl-k00112134;Joakim;Maehle;Maehle;Joakim Maehle;VfL Wolfsburg;DEFENDER;2800000;124;3.6
pl-k00112498;Tomas;Cvancara;Cvancara;Tomas Cvancara;Bor. Mönchengladbach;FORWARD;1600000;52;4.25
pl-k00112668;Sebastiaan;Bornauw;Bornauw;Sebastiaan Bornauw;VfL Wolfsburg;DEFENDER;1800000;60;3.44
pl-k00112730;Jens;Castrop;Castrop;Jens Castrop;Bor. Mönchengladbach;MIDFIELDER;999000000;0;0.0
pl-k00112924;Maarten;Vandevoordt;Vandevoordt;Maarten Vandevoordt;RB Leipzig;GOALKEEPER;1000000;24;3.3
pl-k00113185;Joe;Scally;Scally;Joe Scally;Bor. Mönchengladbach;DEFENDER;1500000;64;4.0
pl-k00113667;David;Nemeth;Nemeth;David Nemeth;FC St. Pauli;DEFENDER;1000000;76;3.73
pl-k00114601;Edmond;Tapsoba;Tapsoba;Edmond Tapsoba;Bayer 04 Leverkusen;DEFENDER;3600000;124;3.43
pl-k00114612;Lucas;Silva Melo;Tuta;Tuta;Eintracht Frankfurt;DEFENDER;1800000;124;3.5
pl-k00114616;Andras;Schäfer;Schäfer;Andras Schäfer;1. FC Union Berlin;MIDFIELDER;1800000;64;3.87
pl-k00114736;Maximilian;Beier;Beier;Maximilian Beier;Borussia Dortmund;FORWARD;4800000;124;3.63
pl-k00114751;Leonidas;Stergiou;Stergiou;Leonidas Stergiou;VfB Stuttgart;DEFENDER;1800000;37;3.77
pl-k00115533;Igor;Matanovic;Matanovic;Igor Matanovic;Eintracht Frankfurt;FORWARD;2200000;33;3.8
pl-k00115990;Sacha;Boey;Boey;Sacha Boey;Bayern München;DEFENDER;1800000;30;3.8
pl-k00116369;Eric Junior;Dina Ebimbe;Dina Ebimbe;Eric Junior Dina Ebimbe;Eintracht Frankfurt;MIDFIELDER;2000000;16;3.88
pl-k00116548;Paul;Tschernuth;Tschernuth;Paul Tschernuth;1. FC Heidenheim;GOALKEEPER;500000;0;0.0
pl-k00116616;Tiago;Barreiros de Melo Tomas;Tiago Tomas;Tiago Tomas;VfL Wolfsburg;FORWARD;1600000;102;3.8
pl-k00116648;Ameen;Al-Dakhil;Al-Dakhil;Ameen Al-Dakhil;VfB Stuttgart;DEFENDER;2200000;12;3.83
pl-k00116658;Mohamed;Sankoh;Sankoh;Mohamed Sankoh;VfB Stuttgart;FORWARD;1600000;0;0.0
pl-k00116706;Chrislain;Matsima;Matsima;Chrislain Matsima;FC Augsburg;DEFENDER;1700000;150;3.29
pl-k00116714;Enzo;Millot;Millot;Enzo Millot;VfB Stuttgart;MIDFIELDER;3500000;164;3.27
pl-k00117298;Jens;Stage;Stage;Jens Stage;Werder Bremen;MIDFIELDER;2000000;199;3.26
pl-k00117583;Nathan;Ngoumou;Ngoumou;Nathan Ngoumou;Bor. Mönchengladbach;MIDFIELDER;1800000;50;3.86
pl-k00118051;Mio;Backhaus;Backhaus;Mio Backhaus;Werder Bremen;GOALKEEPER;1000000;0;0.0
pl-k00118061;Nnamdi;Collins;Collins;Nnamdi Collins;Eintracht Frankfurt;DEFENDER;600000;89;3.45
pl-k00118073;Umut;Tohumcu;Tohumcu;Umut Tohumcu;TSG Hoffenheim;MIDFIELDER;1700000;18;4.08
pl-k00118285;Kilian;Fischer;Fischer;Kilian Fischer;VfL Wolfsburg;DEFENDER;1500000;107;3.67
pl-k00118291;Ansgar;Knauff;Knauff;Ansgar Knauff;Eintracht Frankfurt;MIDFIELDER;2000000;121;3.57
pl-k00118312;Justin;Njinmah;Njinmah;Justin Njinmah;Werder Bremen;FORWARD;2000000;55;4.15
pl-k00118662;Matej;Kovar;Kovar;Matej Kovar;Bayer 04 Leverkusen;GOALKEEPER;1000000;24;3.6
pl-k00118755;Giovanni;Reyna;Reyna;Giovanni Reyna;Borussia Dortmund;MIDFIELDER;2000000;46;3.5
pl-k00119669;Fisnik;Asllani;Asllani;Fisnik Asllani;TSG Hoffenheim;FORWARD;999000000;0;0.0
pl-k00119706;Eren;Dinkci;Dinkci;Eren Dinkci;SC Freiburg;FORWARD;3200000;44;4.0
pl-k00119817;Mathias;Pereira Lage;Pereira Lage;Mathias Pereira Lage;FC St. Pauli;MIDFIELDER;999000000;0;0.0
pl-k00119823;Samuel;Essende;Essende;Samuel Essende;FC Augsburg;FORWARD;1800000;72;4.0
pl-k00119825;Amine;Adli;Adli;Amine Adli;Bayer 04 Leverkusen;FORWARD;2600000;59;3.58
pl-k00119858;Merlin;Röhl;Röhl;Merlin Röhl;SC Freiburg;MIDFIELDER;2500000;42;3.88
pl-k00119868;Tim;Breithaupt;Breithaupt;Tim Breithaupt;FC Augsburg;MIDFIELDER;1200000;8;3.75
pl-k00119888;Erencan;Yardimci;Yardimci;Erencan Yardimci;TSG Hoffenheim;FORWARD;1500000;0;4.6
pl-k00119995;Maximilian;Brüll;Brüll;Maximilian Brüll;Bor. Mönchengladbach;GOALKEEPER;500000;0;0.0
pl-k00120073;Silas;Katompa Mvumpa;Silas;Silas;VfB Stuttgart;MIDFIELDER;2200000;0;0.0
pl-k00121212;Hrvoje;Smolcic;Smolcic;Hrvoje Smolcic;Eintracht Frankfurt;DEFENDER;999000000;0;0.0
pl-k00121375;David;Colina;Colina;David Colina;FC Augsburg;DEFENDER;999000000;0;0.0
pl-k00121838;Keke;Topp;Topp;Keke Topp;Werder Bremen;FORWARD;1400000;38;5.0
pl-k00121863;Justin;Diehl;Diehl;Justin Diehl;VfB Stuttgart;FORWARD;1600000;9;4.25
pl-k00121875;Juan José;Perea;Perea;Juan José Perea;VfB Stuttgart;FORWARD;999000000;0;0.0
pl-k00123373;Olivier;Deman;Deman;Olivier Deman;Werder Bremen;MIDFIELDER;1600000;18;0.0
pl-k00123434;Jonas;Urbig;Urbig;Jonas Urbig;Bayern München;GOALKEEPER;1000000;44;3.25
pl-k00123524;Yan;Bueno Couto;Yan Couto;Yan Couto;Borussia Dortmund;DEFENDER;3600000;14;4.35
pl-k00123844;Piero;Hincapie;Hincapie;Piero Hincapie;Bayer 04 Leverkusen;DEFENDER;2600000;200;2.97
pl-k00123991;Niels;Nkounkou;Nkounkou;Niels Nkounkou;Eintracht Frankfurt;DEFENDER;1600000;36;3.25
pl-k00124089;Aster;Vranckx;Vranckx;Aster Vranckx;VfL Wolfsburg;MIDFIELDER;1600000;22;4.14
pl-k00124455;Konstantinos;Koulierakis;Koulierakis;Konstantinos Koulierakis;VfL Wolfsburg;DEFENDER;2000000;126;3.45
pl-k00124479;Thomas;Kastanaras;Kastanaras;Thomas Kastanaras;VfB Stuttgart;FORWARD;700000;0;0.0
pl-k00124798;Connor;Metcalfe;Metcalfe;Connor Metcalfe;FC St. Pauli;MIDFIELDER;1400000;11;4.1
pl-k00125043;Nahuel;Noll;Noll;Nahuel Noll;TSG Hoffenheim;GOALKEEPER;999000000;0;0.0
pl-k00125181;Michael;Olise;Olise;Michael Olise;Bayern München;MIDFIELDER;5000000;332;2.66
pl-k00125269;Patrick;Wimmer;Wimmer;Patrick Wimmer;VfL Wolfsburg;MIDFIELDER;2000000;125;3.46
pl-k00125604;Jakub;Kaminski;Kaminski;Jakub Kaminski;VfL Wolfsburg;MIDFIELDER;1600000;56;3.8
pl-k00125797;Scott;Banks;Banks;Scott Banks;FC St. Pauli;FORWARD;1200000;26;0.0
pl-k00125994;Kevin;Paredes;Paredes;Kevin Paredes;VfL Wolfsburg;MIDFIELDER;1700000;8;3.75
pl-k00126161;Yuito;Suzuki;Y. Suzuki;Yuito Suzuki;SC Freiburg;FORWARD;999000000;0;0.0
pl-k00126213;Mikkel;Kaufmann;Kaufmann;Mikkel Kaufmann;1. FC Heidenheim;FORWARD;1500000;8;4.25
pl-k00126766;Yannik;Lührs;Lührs;Yannik Lührs;Borussia Dortmund;DEFENDER;500000;6;3.75
pl-k00128262;Marco;Grüll;Grüll;Marco Grüll;Werder Bremen;FORWARD;1800000;104;3.7
pl-k00129118;Nathan;Tella;Tella;Nathan Tella;Bayer 04 Leverkusen;FORWARD;3000000;76;3.81
pl-k00129212;Kiliann;Sildillia;Sildillia;Kiliann Sildillia;SC Freiburg;DEFENDER;1700000;87;3.06
pl-k00129414;Arthur;Theate;Theate;Arthur Theate;Eintracht Frankfurt;DEFENDER;2700000;141;3.35
pl-k00129627;Dikeni;Salifou;Salifou;Dikeni Salifou;Werder Bremen;MIDFIELDER;800000;0;0.0
pl-k00129671;Nathaniel;Brown;Brown;Nathaniel Brown;Eintracht Frankfurt;DEFENDER;1400000;139;3.38
pl-k00129770;Simon;Spari;Spari;Simon Spari;FC St. Pauli;GOALKEEPER;999000000;0;0.0
pl-k00130251;Junior;Adamu;Adamu;Junior Adamu;SC Freiburg;FORWARD;1500000;49;4.07
pl-k00130252;Nicolas;Seiwald;Seiwald;Nicolas Seiwald;RB Leipzig;MIDFIELDER;2200000;74;3.74
pl-k00130593;Moritz;Jenz;Jenz;Moritz Jenz;VfL Wolfsburg;DEFENDER;2000000;94;3.22
pl-k00131006;Ben;Bobzien;Bobzien;Ben Bobzien;1. FSV Mainz 05;FORWARD;999000000;0;0.0
pl-k00131053;Tim;Oermann;Oermann;Tim Oermann;Bayer 04 Leverkusen;DEFENDER;1400000;77;3.88
pl-k00131067;Luka;Duric;Duric;Luka Duric;TSG Hoffenheim;MIDFIELDER;999000000;0;0.0
pl-k00131111;Xavi;Simons;Xavi;Xavi;RB Leipzig;MIDFIELDER;6500000;182;3.32
pl-k00131115;Maximilian;Kinzig;Kinzig;Maximilian Kinzig;1. FSV Mainz 05;GOALKEEPER;999000000;0;0.0
pl-k00131172;Luca;Kerber;Kerber;Luca Kerber;1. FC Heidenheim;MIDFIELDER;1000000;44;4.05
pl-k00131396;Henri;Koudossou;Koudossou;Henri Koudossou;FC Augsburg;MIDFIELDER;1200000;32;3.91
pl-k00131588;Jamie;Gittens;Gittens;Jamie Gittens;Borussia Dortmund;FORWARD;2400000;130;3.63
pl-k00131628;Grant-Leon;Ranos;Ranos;Grant-Leon Ranos;Bor. Mönchengladbach;FORWARD;1000000;4;0.0
pl-k00131777;Lorenz;Assignon;Assignon;Lorenz Assignon;VfB Stuttgart;DEFENDER;999000000;0;0.0
pl-k00131800;Leonardo;Scienza;Scienza;Leonardo Scienza;1. FC Heidenheim;MIDFIELDER;1400000;89;3.6
pl-k00131888;Bartol;Franjic;Franjic;Bartol Franjic;VfL Wolfsburg;DEFENDER;999000000;0;0.0
pl-k00131913;Derry;Scherhant;Scherhant;Derry Scherhant;SC Freiburg;FORWARD;999000000;0;0.0
pl-k00131919;Hugo;Ekitiké;Ekitiké;Hugo Ekitiké;Eintracht Frankfurt;FORWARD;3500000;227;3.31
pl-k00132029;Lukas;Petersson;Petersson;Lukas Petersson;TSG Hoffenheim;GOALKEEPER;500000;0;0.0
pl-k00132173;Fin;Stevens;Stevens;Fin Stevens;FC St. Pauli;DEFENDER;1000000;2;0.0
pl-k00132183;Tim;Drexler;Drexler;Tim Drexler;TSG Hoffenheim;DEFENDER;1200000;8;4.4
pl-k00132187;Tom;Bischof;Bischof;Tom Bischof;Bayern München;MIDFIELDER;1300000;148;3.53
pl-k00132188;Laurin;Ulrich;Ulrich;Laurin Ulrich;VfB Stuttgart;MIDFIELDER;999000000;0;0.0
pl-k00132198;Arijon;Ibrahimovic;Ibrahimovic;Arijon Ibrahimovic;1. FC Heidenheim;FORWARD;1200000;2;0.0
pl-k00132204;Frank;Feller;Feller;Frank Feller;1. FC Heidenheim;GOALKEEPER;500000;16;2.5
pl-k00132205;Lukas;Ullrich;Ullrich;Lukas Ullrich;Bor. Mönchengladbach;DEFENDER;600000;94;3.68
pl-k00132207;Nelson;Weiper;Weiper;Nelson Weiper;1. FSV Mainz 05;FORWARD;1400000;69;3.63
pl-k00132741;Elye;Wahi;Wahi;Elye Wahi;Eintracht Frankfurt;FORWARD;3300000;6;5.0
pl-k00132800;Victor;Boniface;Boniface;Victor Boniface;Bayer 04 Leverkusen;FORWARD;6000000;109;3.19
pl-k00133398;Benjamin;Sesko;Sesko;Benjamin Sesko;RB Leipzig;FORWARD;5000000;151;3.74
pl-k00133786;Daniel;Svensson;Svensson;Daniel Svensson;Borussia Dortmund;DEFENDER;1700000;67;3.06
pl-k00133799;Soumaila;Coulibaly;Coulibaly;Soumaila Coulibaly;Borussia Dortmund;DEFENDER;1400000;0;0.0
pl-k00133982;Paxten;Aaronson;Aaronson;Paxten Aaronson;Eintracht Frankfurt;MIDFIELDER;999000000;0;0.0
pl-k00135025;Castello;Lukeba;Lukeba;Castello Lukeba;RB Leipzig;DEFENDER;2800000;84;3.47
pl-k00135346;Aurele;Amenda;Amenda;Aurele Amenda;Eintracht Frankfurt;DEFENDER;1600000;20;3.0
pl-k00135660;Senne;Lynen;Lynen;Senne Lynen;Werder Bremen;MIDFIELDER;2000000;98;3.75
pl-k00135713;Ricky-Jade;Jones;Jones;Ricky-Jade Jones;FC St. Pauli;FORWARD;999000000;0;0.0
pl-k00136145;Arkadiusz;Pyrka;Pyrka;Arkadiusz Pyrka;FC St. Pauli;DEFENDER;999000000;0;0.0
pl-k00136357;Tom;Rothe;Rothe;Tom Rothe;1. FC Union Berlin;DEFENDER;2000000;101;3.67
pl-k00136435;Alexander;Prass;Prass;Alexander Prass;TSG Hoffenheim;MIDFIELDER;2000000;44;4.05
pl-k00136517;Oscar;Fraulo;O. Fraulo;Oscar Fraulo;Bor. Mönchengladbach;MIDFIELDER;1400000;0;0.0
pl-k00136673;El Chadaille;Bitshiabu;Bitshiabu;El Chadaille Bitshiabu;RB Leipzig;DEFENDER;1500000;50;3.73
pl-k00136677;Jordy;Makengo;Makengo;Jordy Makengo;SC Freiburg;DEFENDER;1400000;48;3.63
pl-k00136835;Yusuf;Kabadayi;Kabadayi;Yusuf Kabadayi;FC Augsburg;FORWARD;1000000;13;0.0
pl-k00137082;Leopold;Querfeld;Querfeld;Leopold Querfeld;1. FC Union Berlin;DEFENDER;2000000;89;3.69
pl-k00137168;Yvandro;Borges Sanches;Borges Sanches;Yvandro Borges Sanches;Bor. Mönchengladbach;FORWARD;500000;0;0.0
pl-k00137622;Noah;Pesch;Pesch;Noah Pesch;Bor. Mönchengladbach;MIDFIELDER;500000;2;0.0
pl-k00137800;Elias;Saad;Saad;Elias Saad;FC Augsburg;FORWARD;1600000;64;3.67
pl-k00137935;Fabio;Chiarodia;Chiarodia;Fabio Chiarodia;Bor. Mönchengladbach;DEFENDER;1000000;39;3.7
pl-k00138020;Aljoscha;Kemlein;Kemlein;Aljoscha Kemlein;1. FC Union Berlin;MIDFIELDER;1500000;52;3.59
pl-k00138026;Yannic;Stein;Stein;Yannic Stein;1. FC Union Berlin;GOALKEEPER;500000;0;0.0
pl-k00138202;Muhammed;Damar;Damar;Muhammed Damar;TSG Hoffenheim;MIDFIELDER;800000;0;0.0
pl-k00138204;Ignacio;Ferri Julia;Ferri Julia;Ignacio Ferri Julia;Eintracht Frankfurt;FORWARD;999000000;0;0.0
pl-k00138505;Luka;Janes;Janes;Luka Janes;1. FC Heidenheim;MIDFIELDER;500000;0;0.0
pl-k00138529;Aleksandar;Pavlovic;Pavlovic;Aleksandar Pavlovic;Bayern München;MIDFIELDER;3500000;96;3.32
pl-k00138530;Paul;Wanner;Wanner;Paul Wanner;Bayern München;MIDFIELDER;1600000;92;3.75
pl-k00139040;Nediljko;Labrovic;Labrovic;Nediljko Labrovic;FC Augsburg;GOALKEEPER;2400000;86;3.13
pl-k00139273;Mert;Kömür;Kömür;Mert Kömür;FC Augsburg;MIDFIELDER;1200000;48;3.77
pl-k00139302;Mohammed;Amoura;Amoura;Mohammed Amoura;VfL Wolfsburg;FORWARD;2200000;227;3.18
pl-k00139305;Antonio;Nusa;Nusa;Antonio Nusa;RB Leipzig;FORWARD;2000000;106;3.45
pl-k00139327;David;Odogu;Odogu;David Odogu;VfL Wolfsburg;DEFENDER;500000;12;3.25
pl-k00139331;Bence;Dardai;B. Dardai;Bence Dardai;VfL Wolfsburg;MIDFIELDER;700000;62;3.81
pl-k00139334;Charles;Herrmann;Herrmann;Charles Herrmann;Bor. Mönchengladbach;FORWARD;999000000;0;0.0
pl-k00139335;Almugera;Kabar;Kabar;Almugera Kabar;Borussia Dortmund;DEFENDER;800000;5;4.5
pl-k00139342;Assan;Ouedraogo;Ouedraogo;Assan Ouedraogo;RB Leipzig;MIDFIELDER;1600000;0;5.0
pl-k00140663;Ayoube;Amaimouni-Echghouyab;Amaimouni-Echghouyab;Ayoube Amaimouni-Echghouyab;TSG Hoffenheim;FORWARD;999000000;0;0.0
pl-k00141330;Maurice;Krattenmacher;Krattenmacher;Maurice Krattenmacher;Bayern München;MIDFIELDER;999000000;0;0.0
pl-k00141432;Marin;Ljubicic;Ljubicic;Marin Ljubicic;1. FC Union Berlin;FORWARD;1600000;21;4.1
pl-k00141445;Anas;Alaoui;Alaoui;Anas Alaoui;Eintracht Frankfurt;FORWARD;500000;0;0.0
pl-k00141455;Finn;Jeltsch;Jeltsch;Finn Jeltsch;VfB Stuttgart;DEFENDER;1600000;40;3.56
pl-k00141456;Max;Moerstedt;Moerstedt;Max Moerstedt;TSG Hoffenheim;FORWARD;1000000;20;4.07
pl-k00141500;Jobe;Bellingham;Bellingham;Jobe Bellingham;Borussia Dortmund;MIDFIELDER;999000000;0;0.0
pl-k00141654;Maxim;Dal;Dal;Maxim Dal;1. FSV Mainz 05;DEFENDER;500000;0;0.0
pl-k00141756;Elias;Baum;Baum;Elias Baum;Eintracht Frankfurt;DEFENDER;999000000;0;0.0
pl-k00143278;Bryan;Zaragoza;Zaragoza;Bryan Zaragoza;Bayern München;MIDFIELDER;2400000;0;0.0
pl-k00143407;Luca;Jaquez;Jaquez;Luca Jaquez;VfB Stuttgart;DEFENDER;1800000;24;2.88
pl-k00143858;Filippo;Mane;Mane;Filippo Mane;Borussia Dortmund;DEFENDER;500000;0;0.0
pl-k00143938;Jeanuel;Belocian;Belocian;Jeanuel Belocian;Bayer 04 Leverkusen;DEFENDER;1500000;8;4.5
pl-k00144287;Nikolas;Veratschnig;Veratschnig;Nikolas Veratschnig;1. FSV Mainz 05;DEFENDER;1500000;38;3.3
pl-k00144321;David;Mokwa;Mokwa;David Mokwa;TSG Hoffenheim;FORWARD;500000;4;0.0
pl-k00144843;Arthur Augusto;de Matos Soares;Arthur;Arthur;Bayer 04 Leverkusen;DEFENDER;1600000;28;4.28
pl-k00145004;Julian;Malatini;Malatini;Julian Malatini;Werder Bremen;DEFENDER;1200000;37;3.5
pl-k00145594;Arthur;Largura Chaves;Arthur Chaves;Arthur Chaves;TSG Hoffenheim;DEFENDER;1200000;91;3.64
pl-k00145626;Leon;Opitz;Opitz;Leon Opitz;Werder Bremen;MIDFIELDER;500000;0;0.0
pl-k00146026;Adin;Licina;Licina;Adin Licina;Bayern München;MIDFIELDER;500000;0;0.0
pl-k00146034;Niklas;Swider;Swider;Niklas Swider;Bor. Mönchengladbach;MIDFIELDER;500000;0;0.0
pl-k00146044;Arthur;Vermeeren;Vermeeren;Arthur Vermeeren;RB Leipzig;MIDFIELDER;2200000;64;3.85
pl-k00146099;Tiago;Pereira Cardoso;Pereira Cardoso;Tiago Pereira Cardoso;Bor. Mönchengladbach;GOALKEEPER;1000000;33;3.0
pl-k00146229;Ezechiel;Banzuzi;Banzuzi;Ezechiel Banzuzi;RB Leipzig;MIDFIELDER;999000000;0;0.0
pl-k00146292;Can;Uzun;Uzun;Can Uzun;Eintracht Frankfurt;FORWARD;2000000;73;3.45
pl-k00146323;Oscar;Höjlund;O. Höjlund;Oscar Höjlund;Eintracht Frankfurt;MIDFIELDER;1000000;46;3.83
pl-k00146959;Julien;Duranville;Duranville;Julien Duranville;Borussia Dortmund;FORWARD;1000000;16;4.2
pl-k00147890;Robin;Hranac;Hranac;Robin Hranac;TSG Hoffenheim;DEFENDER;1800000;-4;4.5
pl-k00147901;Skelly;Alvero;Alvero;Skelly Alvero;Werder Bremen;MIDFIELDER;1600000;12;4.38
pl-k00148187;Fares;Chaibi;Chaibi;Fares Chaibi;Eintracht Frankfurt;MIDFIELDER;1800000;48;4.07
pl-k00148648;Aiman;Dardari;Dardari;Aiman Dardari;FC Augsburg;FORWARD;999000000;0;0.0
pl-k00148650;Daniel;Gleiber;Gleiber;Daniel Gleiber;1. FSV Mainz 05;MIDFIELDER;999000000;0;0.0
pl-k00148820;Adam;Aznou;Aznou;Adam Aznou;Bayern München;DEFENDER;500000;4;0.0
pl-k00148821;Krisztian;Lisztes;Lisztes;Krisztian Lisztes;Eintracht Frankfurt;MIDFIELDER;1000000;0;0.0
pl-k00149094;Jean-Matteo;Bahoya;Bahoya;Jean-Matteo Bahoya;Eintracht Frankfurt;FORWARD;1200000;70;3.68
pl-k00149146;Ibrahim;Maza;Maza;Ibrahim Maza;Bayer 04 Leverkusen;FORWARD;999000000;0;0.0
pl-k00149396;Kyliane;Dong;Dong;Kyliane Dong;FC Augsburg;FORWARD;999000000;0;0.0
pl-k00149407;Bruno;Ogbus;Ogbus;Bruno Ogbus;SC Freiburg;DEFENDER;500000;4;0.0
pl-k00149412;Karl;Steinmann;Steinmann;Karl Steinmann;SC Freiburg;DEFENDER;999000000;0;0.0
pl-k00149508;Ilyas;Ansah;Ansah;Ilyas Ansah;1. FC Union Berlin;FORWARD;999000000;0;0.0
pl-k00149666;Lars;Strobl;Strobl;Lars Strobl;TSG Hoffenheim;DEFENDER;500000;0;0.0
pl-k00149673;Hennes;Behrens;Behrens;Hennes Behrens;TSG Hoffenheim;DEFENDER;500000;2;3.5
pl-k00149677;Florian;Micheler;Micheler;Florian Micheler;TSG Hoffenheim;MIDFIELDER;500000;2;3.5
pl-k00149678;Paul;Hennrich;Hennrich;Paul Hennrich;TSG Hoffenheim;MIDFIELDER;500000;2;0.0
pl-k00149797;Kelven;Frees;Frees;Kelven Frees;TSG Hoffenheim;DEFENDER;999000000;0;0.0
pl-k00150987;Junior;Awusi Boddien;Awusi Boddien;Junior Awusi Boddien;Eintracht Frankfurt;MIDFIELDER;500000;0;0.0
pl-k00151054;Hugo;Larsson;Larsson;Hugo Larsson;Eintracht Frankfurt;MIDFIELDER;2200000;146;3.45
pl-k00151289;Noah;Fenyö;Fenyö;Noah Fenyö;Eintracht Frankfurt;MIDFIELDER;500000;0;0.0
pl-k00151361;Jarzinho;Malanga;Malanga;Jarzinho Malanga;VfB Stuttgart;MIDFIELDER;500000;2;0.0
pl-k00151675;Danylo;Krevsun;Krevsun;Danylo Krevsun;Borussia Dortmund;MIDFIELDER;999000000;0;0.0
