ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00170514;Darwin;Soylu;Soylu;Darwin Soylu;VfL Wolfsburg;MIDFIELDER;999000000;0;0.0
pl-k00170610;Felipe;Chavez;Chavez;Felipe Chavez;1. FC Köln;MIDFIELDER;500000;16;4.0
pl-k00170727;Tom;Wisbereit;Wisbereit;Tom Wisbereit;1. FC Union Berlin;GOALKEEPER;999000000;0;0.0
pl-k00170733;Tim;Blaszczak;Blaszczak;Tim Blaszczak;1. FC Union Berlin;MIDFIELDER;999000000;0;0.0
pl-k00170963;Shafiq;Nandja;Nandja;Shafiq Nandja;Hamburger SV;DEFENDER;500000;4;0.0
pl-k00171225;Bruno;Katz;Katz;Bruno Katz;VfL Wolfsburg;FORWARD;500000;0;0.0
pl-k00171306;Louis;Lemke;Lemke;Louis Lemke;Hamburger SV;DEFENDER;500000;2;0.0
pl-k00171716;Ertugrul;Yigit;Yigit;Ertugrul Yigit;VfB Stuttgart;MIDFIELDER;999000000;0;0.0
pl-k00171930;Cyriaque;Irié;Irié;Cyriaque Irié;SC Freiburg;FORWARD;1600000;28;3.5
pl-k00173305;Mathis;Albert;Albert;Mathis Albert;Borussia Dortmund;FORWARD;500000;2;0.0
pl-k00173877;Axel;Tape;Tape;Axel Tape;Bayer 04 Leverkusen;DEFENDER;1200000;8;4.0
pl-k00174580;Christian;Kofane;Kofane;Christian Kofane;Bayer 04 Leverkusen;FORWARD;1400000;117;3.36
pl-k00174794;Bazoumana;Touré;Touré;Bazoumana Touré;TSG Hoffenheim;FORWARD;2000000;193;3.2
pl-k00176299;Yan;Diomande;Y. Diomande;Yan Diomande;RB Leipzig;FORWARD;1600000;273;2.87
pl-k00176357;Love;Arrhov;Arrhov;Love Arrhov;Eintracht Frankfurt;MIDFIELDER;1200000;6;5.0
pl-k00177483;Bastian;Assomo;Assomo;Bastian Assomo;Bayern München;FORWARD;500000;0;0.0
pl-k00177491;Linus;Güther;Güther;Linus Güther;1. FC Union Berlin;MIDFIELDER;500000;2;0.0
pl-k00178213;Benno;Kaltefleiter;Kaltefleiter;Benno Kaltefleiter;RB Leipzig;MIDFIELDER;500000;0;0.0
pl-k00178704;Uchenna;Ogundu;Ogundu;Uchenna Ogundu;FC Augsburg;FORWARD;1500000;12;0.0
pl-k00179096;Samba;Konaté;Konaté;Samba Konaté;RB Leipzig;FORWARD;500000;2;0.0
pl-k00181962;Suleman;Sani;Sani;Suleman Sani;RB Leipzig;FORWARD;1000000;0;0.0
pl-k00187446;Keito;Kumashiro;Kumashiro;Keito Kumashiro;Eintracht Frankfurt;FORWARD;500000;0;0.0
pl-k00187691;Bara;Sapoko Ndiaye;Sapoko Ndiaye;Bara Sapoko Ndiaye;Bayern München;FORWARD;500000;2;4.75
